Date,債券ETF,債券型ETF,債券ETF是什麼,債券ETF有哪些,債券ETF推薦,債券ETF比較,債券ETF怎麼選,債券ETF怎麼買,美國公債ETF,美債ETF,公債ETF,投資級公司債ETF,非投資級債ETF,新興市場債ETF,新興市場投資級債ETF,新興市場公司債ETF,美元債ETF,企業債ETF,長債ETF,長天期美債ETF,20年美債ETF,美國20年公債ETF,亞洲債券ETF,美國高收益債ETF,海外債券ETF,美元公司債ETF,債券ETF殖利率,債券ETF報酬率,月配債券ETF,高配息債券ETF,高息債券ETF,美債ETF配息,美債ETF殖利率,投資級債ETF配息,投資級債ETF殖利率,債券ETF配息排行,降息債券ETF,降息長債,利率債券ETF,聯準會降息美債,美國降息債券ETF,降息長天期債券ETF,債券ETF風險,債券ETF匯率風險,債券ETF利率風險,債券ETF信用風險,債券ETF會賠錢嗎,債券ETF推薦比較,美債ETF推薦,00679B,00726B,國泰新興投等債,國泰優選非投等債,00734B,00754B,復華能源債,復華製藥債,00760B,復華新興企業債
2025-10-05,25,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,18,0,0,0,,0,0,0,0,0
2025-10-12,30,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,44,0,0,,0,0,0,0,0,0,0,,0,,0,,0,26,0,0,0,,0,0,0,0,0
2025-10-19,21,0,0,0,0,0,0,0,0,18,28,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,26,0,0,0,,0,0,0,0,0
2025-10-26,25,0,0,0,0,0,0,0,0,17,24,100,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,30,0,100,0,,0,0,0,0,0
2025-11-02,22,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,32,0,0,0,,0,0,0,0,0
2025-11-09,28,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,17,0,0,0,,0,0,0,0,0
2025-11-16,27,54,0,0,38,0,0,0,31,13,24,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,28,0,0,0,,0,0,0,0,0
2025-11-23,33,0,0,0,0,0,0,0,44,13,0,0,0,0,0,0,0,,0,,0,0,,0,68,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,21,0,0,0,,0,0,0,0,0
2025-11-30,23,0,0,0,0,0,0,0,33,18,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,22,0,0,0,,0,0,0,0,0
2025-12-07,25,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,44,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,22,0,0,0,,0,0,0,0,0
2025-12-14,25,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,20,0,0,0,,0,0,0,0,0
2025-12-21,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,12,0,0,0,,0,0,0,0,0
2025-12-28,28,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,16,0,0,0,,0,0,0,0,0
2026-01-04,27,0,0,0,0,0,0,0,0,17,22,0,94,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,23,0,0,0,,0,0,0,0,0
2026-01-11,18,0,0,0,0,100,0,0,0,16,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,21,0,0,0,,0,0,0,0,0
2026-01-18,33,0,0,0,0,0,0,0,35,13,34,0,0,0,0,0,0,,0,,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,69,0,0,0,0,,0,,0,,0,21,0,0,0,,0,0,0,0,0
2026-01-25,22,0,0,0,0,0,0,0,0,13,33,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,22,0,0,0,,0,0,0,0,0
2026-02-01,21,73,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,28,0,0,0,,0,0,0,0,0
2026-02-08,20,0,0,0,0,0,0,0,29,13,32,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,15,0,0,0,,0,0,0,0,0
2026-02-15,16,0,0,0,0,0,100,0,0,6,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,9,0,0,0,,0,0,0,0,0
2026-02-22,25,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,100,0,0,,0,,0,,0,25,0,0,0,,0,0,0,0,0
2026-03-01,27,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,28,0,0,0,,0,0,0,0,0
2026-03-08,26,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,0,,0,0,,100,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,18,0,0,0,,0,0,0,0,0
2026-03-15,22,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,21,0,0,0,,0,0,0,0,0
2026-03-22,24,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,14,0,0,0,,0,0,0,0,0
2026-03-29,26,0,0,0,49,0,0,0,0,11,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,14,0,0,0,,0,0,0,0,0
2026-04-05,21,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,12,0,0,0,,0,0,0,0,0
2026-04-12,27,0,0,100,0,0,0,0,0,13,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,18,0,0,0,,0,0,0,0,0
2026-04-19,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,14,0,0,0,,0,0,0,0,0
2026-04-26,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,95,,0,,0,,0,17,0,0,0,,0,0,0,0,0
2026-05-03,23,0,0,0,0,0,0,0,32,19,30,0,0,0,0,0,0,,0,,23,0,,0,0,0,0,0,0,0,0,0,55,0,0,,0,0,0,0,0,0,0,,0,,0,,0,30,0,0,0,,0,0,0,0,0
2026-05-10,29,0,0,0,0,0,0,0,29,13,24,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,25,0,0,0,,0,0,0,0,0
2026-05-17,25,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,42,0,0,,0,0,0,0,0,0,0,,0,,0,,0,23,0,0,0,,0,0,0,0,0
2026-05-24,33,0,0,80,0,0,0,0,49,25,28,0,0,0,0,0,0,,0,,25,0,,0,0,0,0,0,0,0,0,51,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,21,0,0,0,,0,0,0,0,0
2026-05-31,33,0,0,0,0,0,0,0,38,15,36,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,20,0,0,0,,0,0,0,0,0
2026-06-07,30,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,17,0,0,0,,0,0,0,0,0
2026-06-14,25,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,13,0,0,0,,0,0,0,0,0
2026-06-21,26,57,0,0,41,0,0,0,0,12,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,20,0,0,0,,0,0,0,0,0
2026-06-28,22,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,37,0,0,,0,0,0,0,0,0,0,,0,,0,,0,16,0,0,0,,0,0,0,0,0
2026-07-05,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,11,0,0,0,,0,0,0,0,0
2026-07-12,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,37,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,14,0,0,0,,0,0,0,0,0
2026-07-19,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,15,0,0,0,,0,0,0,0,0
2026-07-26,13,17,11,6,8,7,0,0,13,14,14,0,0,0,0,0,5,,8,,6,10,,0,0,0,9,0,9,0,0,7,13,0,0,,0,0,16,0,0,0,0,,0,,0,,3,15,0,0,0,,0,0,0,0,0
2026-08-02,20,23,14,9,13,10,0,0,23,11,22,0,0,0,0,0,9,,9,,7,12,,0,0,0,10,0,19,0,100,13,13,0,0,,0,0,19,0,0,0,7,,0,,0,,9,17,0,0,0,,0,0,0,0,0
2026-08-09,19,24,0,0,7,0,0,0,16,12,16,0,0,0,0,0,0,,0,,7,0,,0,0,0,0,0,0,0,0,7,0,0,0,,0,0,11,0,0,0,0,,0,,0,,0,13,0,0,0,,0,0,0,0,0
