Date,債券ETF,債券型ETF,債券ETF是什麼,債券ETF有哪些,債券ETF推薦,債券ETF比較,債券ETF怎麼選,債券ETF怎麼買,美國公債ETF,美債ETF,公債ETF,投資級公司債ETF,非投資級債ETF,新興市場債ETF,新興市場投資級債ETF,新興市場公司債ETF,美元債ETF,企業債ETF,長債ETF,長天期美債ETF,20年美債ETF,美國20年公債ETF,亞洲債券ETF,美國高收益債ETF,海外債券ETF,美元公司債ETF,債券ETF殖利率,債券ETF報酬率,月配債券ETF,高配息債券ETF,高息債券ETF,美債ETF配息,美債ETF殖利率,投資級債ETF配息,投資級債ETF殖利率,債券ETF配息排行,降息債券ETF,降息長債,利率債券ETF,聯準會降息美債,美國降息債券ETF,降息長天期債券ETF,債券ETF風險,債券ETF匯率風險,債券ETF利率風險,債券ETF信用風險,債券ETF會賠錢嗎,債券ETF推薦比較,美債ETF推薦,00679B,00726B,國泰新興投等債,國泰優選非投等債,00734B,00754B,復華能源債,復華製藥債,00760B,復華新興企業債
2023-07-23,47,46,0,0,0,0,0,0,66,35,59,0,0,0,0,0,0,,0,,38,58,,0,0,0,0,0,0,0,0,45,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,59,0,0,0,,0,0,0,0,0
2023-07-30,58,0,0,0,47,0,0,0,90,44,76,0,0,0,0,0,0,,0,,68,78,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,63,0,0,0,0,,0,,0,,0,78,0,0,0,,0,0,0,0,0
2023-08-06,59,42,0,0,59,0,0,0,92,72,80,0,0,0,0,0,0,,0,,100,57,,0,0,0,0,0,0,0,0,56,39,0,0,,0,0,0,0,0,0,0,,0,,0,,40,73,0,0,0,,0,0,0,0,0
2023-08-13,47,0,0,0,0,0,0,0,59,48,59,0,0,0,0,0,0,,0,,63,0,,0,0,0,0,0,0,0,0,37,63,0,0,,0,0,57,0,0,0,0,,0,,0,,0,69,0,0,0,,0,0,0,0,0
2023-08-20,37,0,0,0,36,0,0,0,41,38,55,0,0,0,0,0,0,,0,,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,61,0,0,0,,0,0,0,0,100
2023-08-27,42,0,0,0,0,0,0,0,54,37,50,0,0,0,0,0,0,,0,,44,0,,0,0,0,0,0,72,0,0,51,35,0,0,,0,0,0,0,0,0,0,,0,,0,,0,42,0,0,0,,0,0,0,0,0
2023-09-03,46,0,0,0,37,0,0,0,63,37,59,0,0,0,0,0,0,,0,,48,52,,0,0,0,0,0,0,0,0,0,34,0,0,,0,0,64,0,0,0,0,,0,,0,,51,50,0,0,0,,0,0,0,0,0
2023-09-10,42,0,0,0,31,0,0,0,57,29,48,0,0,0,0,0,0,,0,,34,0,,0,0,0,0,0,0,0,0,0,46,0,0,,0,0,0,0,0,0,0,,0,,0,,0,50,0,0,0,,0,0,0,0,0
2023-09-17,57,0,0,0,0,0,0,0,64,38,55,0,0,0,0,0,0,,0,,46,0,,0,0,0,0,0,0,0,0,41,46,0,0,,0,0,0,0,0,0,0,,0,,0,,41,62,0,0,0,,0,0,0,0,0
2023-09-24,52,43,0,0,0,0,0,100,74,43,77,0,0,0,0,0,0,,0,,48,62,,0,0,0,49,0,0,0,0,39,42,0,0,,0,0,78,0,0,0,0,,0,,0,,0,62,0,0,0,,0,0,0,0,0
2023-10-01,57,0,0,0,0,0,0,0,91,57,82,0,0,0,0,0,0,,0,,63,96,,0,0,0,57,0,0,0,0,74,55,0,0,,0,0,0,0,0,0,0,,0,,0,,59,69,0,0,0,,100,0,0,0,0
2023-10-08,44,0,0,0,33,0,0,0,85,45,73,0,0,0,0,0,0,,0,,49,93,,0,0,0,0,0,0,0,0,48,48,0,0,,0,0,62,0,0,0,0,,0,,0,,90,44,0,0,0,,0,0,0,0,0
2023-10-15,61,41,0,0,0,0,0,0,68,66,72,80,0,0,0,0,0,,0,,70,90,,0,0,0,41,0,0,0,0,63,71,0,0,,0,0,67,0,0,0,0,,0,,0,,0,65,0,0,0,,0,0,0,0,0
2023-10-22,48,0,0,0,0,0,0,0,93,61,93,0,0,0,0,0,0,,0,,53,66,,0,0,0,0,0,0,0,0,37,42,0,0,,0,0,0,0,0,0,0,,84,,0,,0,58,0,0,0,,0,0,0,0,0
2023-10-29,45,0,0,0,38,0,0,0,65,54,70,0,0,0,0,0,0,,0,,50,0,,0,0,0,0,0,0,0,0,0,37,0,0,,0,0,0,0,0,0,0,,0,,0,,52,66,0,0,0,,0,0,0,0,0
2023-11-05,50,0,0,0,0,0,0,0,70,49,63,0,0,0,0,0,59,,0,,56,85,,0,0,0,0,0,0,0,0,52,54,0,0,,0,0,58,0,0,0,0,,0,,0,,54,65,0,0,0,,0,0,0,0,0
2023-11-12,60,76,0,0,0,0,0,0,62,59,57,0,0,0,0,0,0,,0,,62,58,,0,0,0,42,0,0,0,0,42,0,0,0,,0,0,61,0,0,0,0,,0,,0,,58,67,0,0,0,,0,0,0,0,0
2023-11-19,47,49,0,0,0,0,0,0,54,40,47,0,0,0,0,0,0,,0,,41,0,,0,0,0,0,0,63,0,0,0,53,0,0,,0,0,0,0,0,0,0,,0,,0,,59,51,0,0,0,,0,0,0,0,0
2023-11-26,51,0,0,0,0,0,0,0,53,50,48,0,0,0,0,0,0,,0,,42,0,,0,0,0,0,0,0,0,0,38,45,0,0,,0,0,0,0,0,0,0,,0,,0,,54,54,0,0,0,,0,0,0,0,0
2023-12-03,73,0,0,0,30,0,0,0,85,71,88,0,0,0,0,0,0,,0,,79,66,,0,59,0,0,0,100,0,0,84,51,0,0,,0,0,0,0,0,0,0,,0,,0,,42,80,0,0,0,,0,0,0,0,0
2023-12-10,73,41,0,0,55,0,0,0,100,84,77,74,0,0,0,0,0,,0,,75,100,,0,0,0,47,0,0,0,0,54,51,0,0,,0,0,87,0,0,0,0,,0,,0,,77,87,0,0,0,,0,0,0,0,0
2023-12-17,66,0,0,0,46,0,0,0,68,71,74,0,0,0,0,0,0,,0,,68,64,,0,0,0,0,0,0,0,0,58,66,0,0,,0,0,66,0,0,0,0,,0,,0,,77,93,0,0,0,,0,0,0,0,0
2023-12-24,59,0,0,0,38,0,0,0,71,51,62,0,0,0,0,0,0,,0,,49,87,,0,0,0,0,0,0,0,0,0,80,0,0,,0,0,0,0,0,0,0,,0,,0,,45,64,0,0,0,,0,0,0,0,0
2023-12-31,53,0,0,0,0,0,0,0,35,42,39,0,0,0,0,0,0,,0,,50,0,,0,0,0,0,0,0,0,0,47,55,0,0,,0,0,0,0,0,0,0,,0,,0,,0,59,0,0,0,,0,0,0,0,0
2024-01-07,42,0,0,0,0,0,0,0,48,38,47,0,0,0,0,0,0,,0,,34,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,48,63,0,0,0,,0,0,0,0,0
2024-01-14,39,0,0,0,0,0,0,0,49,39,34,0,0,0,0,0,0,,0,,36,0,,0,0,0,0,0,0,0,0,0,47,0,0,,0,0,0,0,0,0,0,,0,,0,,53,57,0,0,100,,0,0,0,0,0
2024-01-21,52,0,0,0,0,0,0,0,65,48,69,0,0,0,0,0,0,,0,,48,0,,0,0,0,60,0,0,0,0,47,57,0,0,,0,0,64,0,0,0,0,,0,,0,,0,59,0,0,0,,0,0,0,0,0
2024-01-28,59,0,0,0,53,0,0,0,45,63,42,0,0,0,0,0,0,,0,,43,0,,0,0,0,0,0,0,0,0,41,41,0,0,,0,0,0,0,0,0,0,,0,,0,,74,74,0,0,0,,0,0,0,0,0
2024-02-04,36,0,0,0,0,0,0,0,56,40,32,0,0,0,0,0,0,,0,,36,0,,0,0,0,0,0,0,0,0,57,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,31,0,0,0,,0,0,0,0,0
2024-02-11,54,0,0,0,66,0,0,0,40,72,60,0,0,0,0,0,0,,0,,65,0,,0,0,0,0,0,0,0,0,65,49,0,0,,0,0,70,0,0,0,0,,0,,0,,0,57,0,0,0,,0,0,0,0,0
2024-02-18,71,0,0,0,43,0,0,0,75,76,70,0,0,0,0,0,0,,0,,84,0,,0,0,0,47,0,0,0,0,75,66,0,0,,0,0,0,0,0,0,0,,0,,0,,100,76,0,0,0,,0,0,0,0,0
2024-02-25,64,0,0,0,62,0,0,0,62,67,64,0,0,0,0,0,0,,0,,63,0,,0,0,0,63,0,0,0,0,82,55,0,0,,0,0,73,0,0,0,0,,100,,0,,0,68,0,0,0,,0,0,0,0,0
2024-03-03,74,63,0,0,48,0,0,0,58,79,65,0,0,0,0,0,0,,0,,86,0,,0,0,0,56,0,0,0,0,100,58,0,0,,0,0,62,0,0,0,0,,0,,0,,92,74,0,0,0,,0,0,0,0,0
2024-03-10,100,77,0,0,100,0,0,0,70,93,87,0,0,0,0,0,0,,0,,84,88,,0,73,0,0,0,65,0,0,95,48,0,0,,0,0,0,0,0,0,0,,0,,0,,0,86,0,0,0,,0,0,0,0,0
2024-03-17,86,100,0,0,85,0,0,0,71,100,91,0,0,0,0,0,0,,0,,86,0,,0,0,0,51,0,0,0,0,68,61,0,0,,0,0,84,0,0,0,0,,0,,0,,78,77,0,0,0,,0,0,0,0,0
2024-03-24,75,55,0,0,0,0,0,0,62,69,61,0,0,0,0,0,0,,0,,67,0,,0,0,0,0,0,0,0,0,52,66,0,0,,0,0,0,0,0,0,0,,0,,0,,58,72,0,0,0,,0,0,0,0,0
2024-03-31,63,47,0,0,0,0,0,0,64,63,65,0,0,0,0,0,0,,0,,56,0,,0,0,0,0,0,0,0,0,48,64,0,0,,0,0,0,0,0,0,0,,0,,0,,73,50,0,0,0,,0,0,0,0,0
2024-04-07,68,53,0,0,35,0,0,0,92,79,96,0,0,0,0,0,54,,0,,91,82,,0,0,0,0,0,0,0,0,91,86,0,0,,0,0,64,0,0,0,0,,0,,0,,48,79,59,0,0,,0,0,0,0,0
2024-04-14,52,0,0,0,0,0,0,0,49,49,51,0,0,0,0,0,0,,0,,47,0,,0,0,0,0,0,0,0,0,54,41,0,0,,0,0,0,0,0,0,0,,0,,0,,0,70,0,0,0,,0,0,0,0,0
2024-04-21,37,0,0,0,0,0,0,0,53,33,55,0,0,0,0,0,0,,0,,41,73,,0,0,0,0,0,0,0,0,38,0,0,0,,0,0,0,0,0,0,0,,0,,0,,51,53,0,0,0,,0,0,0,0,0
2024-04-28,39,0,0,0,39,0,0,0,53,32,50,0,0,0,0,0,0,,0,,23,77,,0,0,0,0,0,0,0,0,0,39,0,0,,0,0,0,0,0,0,0,,0,,0,,0,62,0,0,0,,0,0,0,0,0
2024-05-05,60,0,0,0,0,0,0,0,61,43,52,0,0,0,0,0,0,,0,,31,68,,0,0,0,0,0,0,0,0,39,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,55,0,0,0,,0,0,0,0,0
2024-05-12,57,0,0,0,0,0,0,0,36,50,54,0,0,0,0,0,0,,0,,36,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,,0,,0,,0,56,0,0,0,,0,0,0,0,0
2024-05-19,56,0,0,0,0,0,0,0,54,42,56,0,0,0,0,0,0,,0,,51,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,57,55,0,0,0,,0,0,0,0,0
2024-05-26,48,46,0,0,0,0,0,0,29,49,33,0,0,0,0,0,0,,0,,33,0,,0,0,0,0,0,65,0,0,52,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,48,0,0,0,,0,0,0,0,0
2024-06-02,51,0,0,0,47,0,0,0,51,54,49,0,0,0,0,0,0,,0,,31,77,,0,0,0,100,0,0,0,0,61,0,0,0,,0,0,72,0,0,0,0,,0,,0,,0,58,0,0,0,,0,0,0,0,0
2024-06-09,66,62,0,0,0,0,0,0,41,50,53,0,0,0,0,0,0,,0,,34,0,,0,0,0,0,0,0,0,0,50,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,64,0,0,0,,0,0,0,0,0
2024-06-16,62,50,0,0,54,0,0,0,39,53,49,0,0,0,0,0,0,,0,,27,57,,0,0,0,0,0,0,0,0,49,0,0,0,,0,0,0,0,0,0,0,,0,,0,,55,62,0,0,0,,0,0,0,0,0
2024-06-23,50,0,0,0,47,0,0,0,43,46,42,0,0,0,0,0,0,,0,,39,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,48,0,0,0,,0,0,0,0,0
2024-06-30,58,55,0,0,0,0,0,0,57,54,52,0,0,0,0,0,0,,0,,41,0,,0,0,0,0,0,0,0,0,0,62,0,0,,0,0,0,0,0,0,0,,0,,0,,63,61,0,0,0,,0,0,0,0,0
2024-07-07,74,63,0,0,51,0,0,0,39,59,49,0,0,0,0,0,0,,0,,42,0,,0,0,0,0,0,0,0,0,88,44,0,0,,0,0,65,0,0,0,0,,0,,0,,63,65,0,0,0,,0,0,0,0,0
2024-07-14,74,56,0,0,45,0,0,0,61,65,62,0,0,0,0,0,0,,0,,40,0,,0,0,0,51,0,0,0,0,42,45,0,0,,0,0,63,0,0,0,0,,0,,0,,61,64,0,0,0,,0,0,0,0,0
2024-07-21,44,0,0,0,0,0,0,0,33,40,31,0,0,0,0,0,0,,0,,35,0,,0,0,0,0,0,0,0,0,0,52,0,0,,100,96,67,0,0,0,0,,0,,0,,0,38,0,0,0,,0,0,0,0,0
2024-07-28,54,55,0,0,34,0,0,0,60,66,58,0,0,0,0,0,0,,0,,47,0,,0,0,0,0,0,0,0,0,0,49,0,0,,0,0,83,0,0,0,0,,0,,0,,68,88,0,0,0,,0,0,0,0,0
2024-08-04,84,51,0,0,0,0,0,0,59,85,71,0,0,0,0,0,0,,0,,74,0,,0,0,0,0,0,0,0,0,66,48,0,0,,0,0,91,0,0,0,0,,0,,0,,79,100,0,0,0,,0,0,0,0,0
2024-08-11,61,48,0,0,0,0,0,0,64,74,55,0,0,0,0,0,0,,0,,50,85,,0,0,0,61,0,0,0,0,73,53,0,0,,0,0,87,0,0,0,0,,0,,0,,78,89,0,0,0,,0,0,0,0,0
2024-08-18,58,56,0,0,33,0,0,0,44,62,46,0,0,0,0,0,0,,0,,50,0,,0,0,0,0,0,0,0,0,57,41,0,0,,0,0,0,0,0,0,0,,0,,0,,0,79,0,0,0,,0,0,0,0,0
2024-08-25,49,48,0,0,0,0,0,0,46,54,38,0,0,0,0,0,0,,0,,50,0,,0,0,0,0,0,0,0,0,73,0,0,0,,0,0,68,0,0,0,0,,0,,0,,86,72,0,0,0,,0,0,0,0,0
2024-09-01,62,46,0,0,51,0,0,0,35,60,48,0,0,0,0,0,0,,0,,57,83,,0,0,0,0,0,0,0,0,60,40,0,0,,0,0,0,0,0,0,99,,0,,0,,0,73,0,0,0,,0,0,0,0,0
2024-09-08,57,0,0,0,50,0,0,0,58,67,45,0,0,0,0,0,0,,0,,54,0,,0,0,0,0,0,66,0,0,0,48,0,0,,0,0,0,0,0,0,0,,0,,0,,60,69,0,0,0,,0,0,0,0,0
2024-09-15,45,0,0,0,44,0,0,0,31,52,29,0,0,0,0,0,0,,0,,51,0,,0,0,0,0,0,0,0,0,0,100,0,0,,0,0,0,100,0,0,0,,0,,0,,0,58,0,0,0,,0,0,0,0,0
2024-09-22,43,0,0,0,0,0,0,0,38,50,40,0,0,0,0,0,0,,0,,48,0,,0,0,0,0,0,0,0,0,39,41,0,0,,0,0,0,0,0,0,0,,0,,0,,0,66,0,0,0,,0,0,0,0,0
2024-09-29,30,0,0,0,0,0,0,0,0,28,30,0,0,0,0,0,0,,0,,25,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,39,0,0,0,,0,0,0,0,0
2024-10-06,39,0,0,0,0,0,0,0,43,40,28,0,0,0,0,0,0,,0,,41,0,,0,0,0,0,0,0,0,0,0,48,0,0,,0,0,0,0,0,0,0,,0,,0,,0,57,100,0,0,,0,0,0,0,0
2024-10-13,47,55,0,0,0,0,0,0,0,51,38,0,0,0,0,0,0,,0,,54,0,,0,0,0,45,0,0,0,0,0,71,0,0,,0,0,0,0,0,0,0,,0,,0,,61,79,0,0,0,,0,0,0,0,0
2024-10-20,53,0,0,0,0,0,0,0,71,63,62,0,0,0,0,0,0,,0,,51,64,,0,0,0,0,0,0,0,0,48,75,0,0,,0,0,91,0,0,0,0,,0,,0,,50,77,0,0,0,,0,0,0,0,0
2024-10-27,32,0,0,0,0,0,0,0,44,35,42,0,0,0,0,0,0,,0,,22,0,,0,0,0,0,0,0,0,0,0,51,0,0,,0,0,0,0,0,0,0,,0,,0,,0,55,0,0,0,,0,0,0,0,0
2024-11-03,43,52,0,0,0,0,0,0,46,51,33,0,0,0,0,0,0,,0,,49,0,,0,0,0,47,0,0,0,0,52,53,0,0,,0,0,0,0,0,0,0,,0,,0,,0,77,0,0,0,,0,0,0,0,0
2024-11-10,35,0,100,0,0,0,0,0,31,32,27,0,0,0,0,0,0,,0,,35,0,,0,0,0,0,0,0,0,0,54,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,60,0,0,0,,0,0,0,0,0
2024-11-17,40,0,0,0,0,0,0,0,0,30,52,0,0,0,0,0,0,,0,,0,62,,0,0,0,50,0,0,0,0,40,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,49,0,0,0,,0,0,0,0,0
2024-11-24,29,47,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,,0,,26,0,,0,0,0,0,0,0,0,0,41,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,45,0,0,0,,0,0,0,0,0
2024-12-01,39,0,0,0,0,0,0,0,42,25,37,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,58,0,0,84,,0,0,0,0,0
2024-12-08,35,0,0,0,0,0,0,0,38,29,39,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,54,0,0,0,,0,0,0,0,0
2024-12-15,49,55,0,0,0,0,0,0,32,39,32,0,0,0,0,0,0,,0,,30,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,48,0,0,0,,0,0,0,0,0
2024-12-22,47,0,0,0,0,0,0,0,0,45,37,0,0,0,0,0,0,,0,,25,0,,0,0,0,0,0,0,0,0,44,63,0,0,,0,0,0,0,0,0,0,,0,,0,,0,47,0,0,0,,0,0,0,0,0
2024-12-29,35,0,0,0,0,0,0,0,38,28,51,0,0,0,0,0,0,,0,,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,37,0,0,0,,0,0,0,0,0
2025-01-05,45,0,0,0,0,0,0,0,40,43,55,0,0,0,0,0,0,,0,,32,0,,0,0,0,0,0,0,0,0,58,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,53,0,0,0,,0,0,0,0,0
2025-01-12,36,0,0,0,0,0,0,0,48,38,61,0,0,0,0,0,0,,0,,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,38,0,0,0,,0,0,0,0,0
2025-01-19,22,0,0,0,0,0,0,0,0,21,27,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,32,0,0,0,,0,0,0,0,0
2025-01-26,29,0,0,0,0,0,0,0,0,18,30,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,7,0,0,0,,0,0,0,0,0
2025-02-02,44,0,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,,0,,29,0,,0,0,0,0,0,96,0,0,0,56,0,0,,0,0,0,0,0,0,0,,0,,0,,52,68,0,0,0,,0,0,0,0,0
2025-02-09,34,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,36,0,0,0,,0,0,0,28,0
2025-02-16,41,0,0,0,0,0,0,0,30,33,27,0,0,0,0,0,0,,0,,26,0,,0,0,0,0,100,0,0,0,0,0,81,0,,0,0,0,0,0,0,0,,0,,0,,0,43,0,0,0,,0,0,0,0,0
2025-02-23,34,0,0,0,0,0,0,0,55,28,42,0,0,0,0,0,0,,0,,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,41,0,0,0,,0,0,0,0,0
2025-03-02,35,0,0,0,36,0,0,0,49,38,36,0,0,0,0,0,0,,0,,31,0,,0,0,0,0,0,0,0,0,40,50,0,0,,0,0,0,0,0,0,0,,0,,0,,0,44,0,0,0,,0,0,0,0,0
2025-03-09,44,0,0,0,38,0,0,0,39,38,35,0,0,0,0,0,0,,0,,28,0,,0,0,0,0,0,0,0,0,0,43,0,0,,0,0,0,0,0,0,0,,0,,0,,0,45,0,0,0,,0,0,0,0,0
2025-03-16,31,0,0,0,0,0,0,0,36,27,36,0,100,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,42,0,0,0,,0,0,0,0,0
2025-03-23,31,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,32,0,0,0,,0,0,0,0,0
2025-03-30,32,0,0,0,0,0,0,0,54,36,61,0,0,0,0,0,0,,0,,34,0,,0,100,0,0,0,0,0,0,0,73,0,0,,0,0,100,0,0,0,0,,0,,0,,0,32,0,0,0,,0,0,0,0,0
2025-04-06,65,0,0,0,42,0,0,0,63,96,100,0,0,0,0,0,61,,0,,66,0,,0,0,0,0,0,0,0,0,44,62,0,0,,0,0,0,0,0,0,0,,0,,0,,55,73,0,0,0,,0,0,0,0,0
2025-04-13,40,0,0,0,0,0,0,0,0,47,51,0,0,0,0,0,0,,0,,38,0,,0,0,0,70,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,43,0,0,0,,0,0,0,0,0
2025-04-20,35,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,,0,,28,0,,0,0,0,0,0,0,0,0,48,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,34,0,0,0,,0,0,0,0,0
2025-04-27,36,0,0,0,0,0,0,0,0,43,47,0,0,0,0,0,0,,0,,27,0,,0,0,0,0,0,74,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,47,0,0,0,,0,0,0,0,0
2025-05-04,46,0,0,0,0,0,0,0,28,66,40,0,0,0,0,0,79,,0,,48,0,,0,0,0,0,0,0,0,0,47,58,0,0,,0,0,0,0,0,0,0,,0,,0,,0,74,0,0,0,,0,0,0,0,0
2025-05-11,25,0,0,0,0,0,0,0,0,32,34,0,0,0,0,0,0,,0,,27,0,,0,0,0,0,0,0,0,0,41,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,43,0,0,0,,0,0,0,0,0
2025-05-18,26,59,0,0,41,0,0,0,0,46,23,0,0,0,0,0,0,,0,,52,0,,0,0,0,0,0,0,0,0,0,41,0,0,,0,0,0,0,0,0,0,,0,,0,,0,57,0,0,0,,0,0,0,0,0
2025-05-25,17,0,0,0,0,98,0,0,29,27,42,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,43,0,0,0,,0,0,0,0,0
2025-06-01,22,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,,0,,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,100,,0,,0,,0,34,0,0,0,,0,0,0,0,0
2025-06-08,23,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,32,0,0,0,,0,0,0,0,0
2025-06-15,22,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,28,0,0,0,,0,0,0,0,0
2025-06-22,24,0,0,0,0,0,0,0,29,20,28,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,29,0,0,0,,0,0,0,0,0
2025-06-29,27,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,33,0,0,0,,0,0,0,0,0
2025-07-06,17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,27,0,0,0,,0,0,0,0,0
2025-07-13,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,,0,,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,26,0,0,0,,0,0,0,0,0
2025-07-20,23,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,27,0,0,0,,0,0,0,0,0
2025-07-27,22,0,0,0,0,0,0,0,46,15,0,0,0,0,0,0,0,,100,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,35,0,0,0,,0,0,0,0,0
2025-08-03,18,0,0,0,0,0,0,0,0,21,0,0,0,100,0,0,0,,0,,26,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,36,0,0,0,,0,0,100,0,0
2025-08-10,32,0,0,0,0,0,0,0,0,25,44,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,49,29,0,0,0,,0,0,0,0,0
2025-08-17,28,0,0,0,0,0,0,0,0,29,23,0,0,0,0,0,0,,0,,21,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,32,65,0,0,,0,0,0,0,0
2025-08-24,30,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,100,0,0,56,0,0,,0,0,73,0,0,0,0,,0,,0,,0,26,0,0,0,,0,0,0,0,0
2025-08-31,23,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,,0,,22,0,,0,0,100,0,0,0,0,0,0,44,0,0,,0,0,0,0,0,0,0,,0,,0,,0,26,0,0,0,,0,0,0,0,0
2025-09-07,31,0,0,0,47,0,0,0,0,25,0,0,0,0,0,0,0,,0,,25,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,49,33,0,0,0,,0,0,0,0,0
2025-09-14,30,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,24,0,0,0,,0,0,0,0,0
2025-09-21,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,53,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,21,0,0,0,,0,0,0,0,0
2025-09-28,21,0,0,0,0,0,0,0,0,10,0,0,0,0,98,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,0,16,0,0,0,,0,0,0,0,0
